Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
1	0	0	dev[0]=net(0,0-8)	InInterests	69.6	1.62344	87	2.0293
1	0	0	dev[0]=net(0,0-8)	OutInterests	135.2	3.21484	169	4.01855
1	0	0	dev[0]=net(0,0-8)	DropInterests	0	0	0	0
1	0	0	dev[0]=net(0,0-8)	InNacks	0	0	0	0
1	0	0	dev[0]=net(0,0-8)	OutNacks	0	0	0	0
1	0	0	dev[0]=net(0,0-8)	DropNacks	0	0	0	0
1	0	0	dev[0]=net(0,0-8)	InData	67.2	67.5859	84	84.4824
1	0	0	dev[0]=net(0,0-8)	OutData	69.6	70	87	87.5
1	0	0	dev[0]=net(0,0-8)	DropData	0	0	0	0
1	0	0	dev[0]=net(0,0-8)	InInterestPriority0	69.6	1.62344	87	2.0293
1	0	0	dev[0]=net(0,0-8)	OutInterestPriority0	135.2	3.21484	169	4.01855
1	0	0	dev[0]=net(0,0-8)	DropInterestPriority0	0	0	0	0
1	0	0	dev[0]=net(0,0-8)	InInterestPriority1	0	0	0	0
1	0	0	dev[0]=net(0,0-8)	OutInterestPriority1	0	0	0	0
1	0	0	dev[0]=net(0,0-8)	DropInterestPriority1	0	0	0	0
1	0	0	dev[0]=net(0,0-8)	InInterestPriority2	0	0	0	0
1	0	0	dev[0]=net(0,0-8)	OutInterestPriority2	0	0	0	0
1	0	0	dev[0]=net(0,0-8)	DropInterestPriority2	0	0	0	0
1	0	0	dev[0]=net(0,0-8)	InInterestPriority3	0	0	0	0
1	0	0	dev[0]=net(0,0-8)	OutInterestPriority3	0	0	0	0
1	0	0	dev[0]=net(0,0-8)	DropInterestPriority3	0	0	0	0
1	0	1	dev=local(1)	InInterests	135.2	3.21484	169	4.01855
1	0	1	dev=local(1)	OutInterests	0	0	0	0
1	0	1	dev=local(1)	DropInterests	0	0	0	0
1	0	1	dev=local(1)	InNacks	0	0	0	0
1	0	1	dev=local(1)	OutNacks	0	0	0	0
1	0	1	dev=local(1)	DropNacks	0	0	0	0
1	0	1	dev=local(1)	InData	0	0	0	0
1	0	1	dev=local(1)	OutData	67.2	67.5859	84	84.4824
1	0	1	dev=local(1)	DropData	0	0	0	0
1	0	1	dev=local(1)	InInterestPriority0	135.2	3.21484	169	4.01855
1	0	1	dev=local(1)	OutInterestPriority0	0	0	0	0
1	0	1	dev=local(1)	DropInterestPriority0	0	0	0	0
1	0	1	dev=local(1)	InInterestPriority1	0	0	0	0
1	0	1	dev=local(1)	OutInterestPriority1	0	0	0	0
1	0	1	dev=local(1)	DropInterestPriority1	0	0	0	0
1	0	1	dev=local(1)	InInterestPriority2	0	0	0	0
1	0	1	dev=local(1)	OutInterestPriority2	0	0	0	0
1	0	1	dev=local(1)	DropInterestPriority2	0	0	0	0
1	0	1	dev=local(1)	InInterestPriority3	0	0	0	0
1	0	1	dev=local(1)	OutInterestPriority3	0	0	0	0
1	0	1	dev=local(1)	DropInterestPriority3	0	0	0	0
1	0	2	dev=local(2)	InInterests	0	0	0	0
1	0	2	dev=local(2)	OutInterests	69.6	1.62344	87	2.0293
1	0	2	dev=local(2)	DropInterests	0	0	0	0
1	0	2	dev=local(2)	InNacks	0	0	0	0
1	0	2	dev=local(2)	OutNacks	0	0	0	0
1	0	2	dev=local(2)	DropNacks	0	0	0	0
1	0	2	dev=local(2)	InData	69.6	70	87	87.5
1	0	2	dev=local(2)	OutData	0	0	0	0
1	0	2	dev=local(2)	DropData	0	0	0	0
1	0	2	dev=local(2)	InInterestPriority0	0	0	0	0
1	0	2	dev=local(2)	OutInterestPriority0	69.6	1.62344	87	2.0293
1	0	2	dev=local(2)	DropInterestPriority0	0	0	0	0
1	0	2	dev=local(2)	InInterestPriority1	0	0	0	0
1	0	2	dev=local(2)	OutInterestPriority1	0	0	0	0
1	0	2	dev=local(2)	DropInterestPriority1	0	0	0	0
1	0	2	dev=local(2)	InInterestPriority2	0	0	0	0
1	0	2	dev=local(2)	OutInterestPriority2	0	0	0	0
1	0	2	dev=local(2)	DropInterestPriority2	0	0	0	0
1	0	2	dev=local(2)	InInterestPriority3	0	0	0	0
1	0	2	dev=local(2)	OutInterestPriority3	0	0	0	0
1	0	2	dev=local(2)	DropInterestPriority3	0	0	0	0
1	0	-1	all	SatisfiedInterests	136.8	0	171	0
1	0	-1	all	TimedOutInterests	0	0	0	0
1	1	0	dev[1]=net(0,1-8)	InInterests	111.2	2.62891	139	3.28613
1	1	0	dev[1]=net(0,1-8)	OutInterests	215.2	5.16797	269	6.45996
1	1	0	dev[1]=net(0,1-8)	DropInterests	0	0	0	0
1	1	0	dev[1]=net(0,1-8)	InNacks	0	0	0	0
1	1	0	dev[1]=net(0,1-8)	OutNacks	0	0	0	0
1	1	0	dev[1]=net(0,1-8)	DropNacks	0	0	0	0
1	1	0	dev[1]=net(0,1-8)	InData	107.2	107.847	134	134.809
1	1	0	dev[1]=net(0,1-8)	OutData	111.2	111.874	139	139.843
1	1	0	dev[1]=net(0,1-8)	DropData	0	0	0	0
1	1	0	dev[1]=net(0,1-8)	InInterestPriority0	0	0	0	0
1	1	0	dev[1]=net(0,1-8)	OutInterestPriority0	0	0	0	0
1	1	0	dev[1]=net(0,1-8)	DropInterestPriority0	0	0	0	0
1	1	0	dev[1]=net(0,1-8)	InInterestPriority1	111.2	2.62891	139	3.28613
1	1	0	dev[1]=net(0,1-8)	OutInterestPriority1	215.2	5.16797	269	6.45996
1	1	0	dev[1]=net(0,1-8)	DropInterestPriority1	0	0	0	0
1	1	0	dev[1]=net(0,1-8)	InInterestPriority2	0	0	0	0
1	1	0	dev[1]=net(0,1-8)	OutInterestPriority2	0	0	0	0
1	1	0	dev[1]=net(0,1-8)	DropInterestPriority2	0	0	0	0
1	1	0	dev[1]=net(0,1-8)	InInterestPriority3	0	0	0	0
1	1	0	dev[1]=net(0,1-8)	OutInterestPriority3	0	0	0	0
1	1	0	dev[1]=net(0,1-8)	DropInterestPriority3	0	0	0	0
1	1	1	dev=local(1)	InInterests	215.2	5.16797	269	6.45996
1	1	1	dev=local(1)	OutInterests	0	0	0	0
1	1	1	dev=local(1)	DropInterests	0	0	0	0
1	1	1	dev=local(1)	InNacks	0	0	0	0
1	1	1	dev=local(1)	OutNacks	0	0	0	0
1	1	1	dev=local(1)	DropNacks	0	0	0	0
1	1	1	dev=local(1)	InData	0	0	0	0
1	1	1	dev=local(1)	OutData	107.2	107.847	134	134.809
1	1	1	dev=local(1)	DropData	0	0	0	0
1	1	1	dev=local(1)	InInterestPriority0	0	0	0	0
1	1	1	dev=local(1)	OutInterestPriority0	0	0	0	0
1	1	1	dev=local(1)	DropInterestPriority0	0	0	0	0
1	1	1	dev=local(1)	InInterestPriority1	215.2	5.16797	269	6.45996
1	1	1	dev=local(1)	OutInterestPriority1	0	0	0	0
1	1	1	dev=local(1)	DropInterestPriority1	0	0	0	0
1	1	1	dev=local(1)	InInterestPriority2	0	0	0	0
1	1	1	dev=local(1)	OutInterestPriority2	0	0	0	0
1	1	1	dev=local(1)	DropInterestPriority2	0	0	0	0
1	1	1	dev=local(1)	InInterestPriority3	0	0	0	0
1	1	1	dev=local(1)	OutInterestPriority3	0	0	0	0
1	1	1	dev=local(1)	DropInterestPriority3	0	0	0	0
1	1	2	dev=local(2)	InInterests	0	0	0	0
1	1	2	dev=local(2)	OutInterests	111.2	2.62891	139	3.28613
1	1	2	dev=local(2)	DropInterests	0	0	0	0
1	1	2	dev=local(2)	InNacks	0	0	0	0
1	1	2	dev=local(2)	OutNacks	0	0	0	0
1	1	2	dev=local(2)	DropNacks	0	0	0	0
1	1	2	dev=local(2)	InData	111.2	111.874	139	139.843
1	1	2	dev=local(2)	OutData	0	0	0	0
1	1	2	dev=local(2)	DropData	0	0	0	0
1	1	2	dev=local(2)	InInterestPriority0	0	0	0	0
1	1	2	dev=local(2)	OutInterestPriority0	0	0	0	0
1	1	2	dev=local(2)	DropInterestPriority0	0	0	0	0
1	1	2	dev=local(2)	InInterestPriority1	0	0	0	0
1	1	2	dev=local(2)	OutInterestPriority1	111.2	2.62891	139	3.28613
1	1	2	dev=local(2)	DropInterestPriority1	0	0	0	0
1	1	2	dev=local(2)	InInterestPriority2	0	0	0	0
1	1	2	dev=local(2)	OutInterestPriority2	0	0	0	0
1	1	2	dev=local(2)	DropInterestPriority2	0	0	0	0
1	1	2	dev=local(2)	InInterestPriority3	0	0	0	0
1	1	2	dev=local(2)	OutInterestPriority3	0	0	0	0
1	1	2	dev=local(2)	DropInterestPriority3	0	0	0	0
1	1	-1	all	SatisfiedInterests	218.4	0	273	0
1	1	-1	all	TimedOutInterests	0	0	0	0
1	2	0	dev[2]=net(0,2-8)	InInterests	192	4.60156	240	5.75195
1	2	0	dev[2]=net(0,2-8)	OutInterests	368.8	8.91797	461	11.1475
1	2	0	dev[2]=net(0,2-8)	DropInterests	0	0	0	0
1	2	0	dev[2]=net(0,2-8)	InNacks	0	0	0	0
1	2	0	dev[2]=net(0,2-8)	OutNacks	0	0	0	0
1	2	0	dev[2]=net(0,2-8)	DropNacks	0	0	0	0
1	2	0	dev[2]=net(0,2-8)	InData	184	185.172	230	231.465
1	2	0	dev[2]=net(0,2-8)	OutData	192	193.227	240	241.533
1	2	0	dev[2]=net(0,2-8)	DropData	0	0	0	0
1	2	0	dev[2]=net(0,2-8)	InInterestPriority0	0	0	0	0
1	2	0	dev[2]=net(0,2-8)	OutInterestPriority0	0	0	0	0
1	2	0	dev[2]=net(0,2-8)	DropInterestPriority0	0	0	0	0
1	2	0	dev[2]=net(0,2-8)	InInterestPriority1	0	0	0	0
1	2	0	dev[2]=net(0,2-8)	OutInterestPriority1	0	0	0	0
1	2	0	dev[2]=net(0,2-8)	DropInterestPriority1	0	0	0	0
1	2	0	dev[2]=net(0,2-8)	InInterestPriority2	192	4.60156	240	5.75195
1	2	0	dev[2]=net(0,2-8)	OutInterestPriority2	368.8	8.91797	461	11.1475
1	2	0	dev[2]=net(0,2-8)	DropInterestPriority2	0	0	0	0
1	2	0	dev[2]=net(0,2-8)	InInterestPriority3	0	0	0	0
1	2	0	dev[2]=net(0,2-8)	OutInterestPriority3	0	0	0	0
1	2	0	dev[2]=net(0,2-8)	DropInterestPriority3	0	0	0	0
1	2	1	dev=local(1)	InInterests	368.8	8.91797	461	11.1475
1	2	1	dev=local(1)	OutInterests	0	0	0	0
1	2	1	dev=local(1)	DropInterests	0	0	0	0
1	2	1	dev=local(1)	InNacks	0	0	0	0
1	2	1	dev=local(1)	OutNacks	0	0	0	0
1	2	1	dev=local(1)	DropNacks	0	0	0	0
1	2	1	dev=local(1)	InData	0	0	0	0
1	2	1	dev=local(1)	OutData	184	185.172	230	231.465
1	2	1	dev=local(1)	DropData	0	0	0	0
1	2	1	dev=local(1)	InInterestPriority0	0	0	0	0
1	2	1	dev=local(1)	OutInterestPriority0	0	0	0	0
1	2	1	dev=local(1)	DropInterestPriority0	0	0	0	0
1	2	1	dev=local(1)	InInterestPriority1	0	0	0	0
1	2	1	dev=local(1)	OutInterestPriority1	0	0	0	0
1	2	1	dev=local(1)	DropInterestPriority1	0	0	0	0
1	2	1	dev=local(1)	InInterestPriority2	368.8	8.91797	461	11.1475
1	2	1	dev=local(1)	OutInterestPriority2	0	0	0	0
1	2	1	dev=local(1)	DropInterestPriority2	0	0	0	0
1	2	1	dev=local(1)	InInterestPriority3	0	0	0	0
1	2	1	dev=local(1)	OutInterestPriority3	0	0	0	0
1	2	1	dev=local(1)	DropInterestPriority3	0	0	0	0
1	2	2	dev=local(2)	InInterests	0	0	0	0
1	2	2	dev=local(2)	OutInterests	192	4.60156	240	5.75195
1	2	2	dev=local(2)	DropInterests	0	0	0	0
1	2	2	dev=local(2)	InNacks	0	0	0	0
1	2	2	dev=local(2)	OutNacks	0	0	0	0
1	2	2	dev=local(2)	DropNacks	0	0	0	0
1	2	2	dev=local(2)	InData	192	193.227	240	241.533
1	2	2	dev=local(2)	OutData	0	0	0	0
1	2	2	dev=local(2)	DropData	0	0	0	0
1	2	2	dev=local(2)	InInterestPriority0	0	0	0	0
1	2	2	dev=local(2)	OutInterestPriority0	0	0	0	0
1	2	2	dev=local(2)	DropInterestPriority0	0	0	0	0
1	2	2	dev=local(2)	InInterestPriority1	0	0	0	0
1	2	2	dev=local(2)	OutInterestPriority1	0	0	0	0
1	2	2	dev=local(2)	DropInterestPriority1	0	0	0	0
1	2	2	dev=local(2)	InInterestPriority2	0	0	0	0
1	2	2	dev=local(2)	OutInterestPriority2	192	4.60156	240	5.75195
1	2	2	dev=local(2)	DropInterestPriority2	0	0	0	0
1	2	2	dev=local(2)	InInterestPriority3	0	0	0	0
1	2	2	dev=local(2)	OutInterestPriority3	0	0	0	0
1	2	2	dev=local(2)	DropInterestPriority3	0	0	0	0
1	2	-1	all	SatisfiedInterests	376	0	470	0
1	2	-1	all	TimedOutInterests	0	0	0	0
1	3	0	dev[3]=net(0,3-8)	InInterests	340.8	8.23438	426	10.293
1	3	0	dev[3]=net(0,3-8)	OutInterests	565.6	13.7227	707	17.1533
1	3	0	dev[3]=net(0,3-8)	DropInterests	8.8	0.214844	11	0.268555
1	3	0	dev[3]=net(0,3-8)	InNacks	8.8	0.214844	11	0.268555
1	3	0	dev[3]=net(0,3-8)	OutNacks	0	0	0	0
1	3	0	dev[3]=net(0,3-8)	DropNacks	0	0	0	0
1	3	0	dev[3]=net(0,3-8)	InData	324.8	326.934	406	408.668
1	3	0	dev[3]=net(0,3-8)	OutData	340.8	343.044	426	428.805
1	3	0	dev[3]=net(0,3-8)	DropData	0	0	0	0
1	3	0	dev[3]=net(0,3-8)	InInterestPriority0	0	0	0	0
1	3	0	dev[3]=net(0,3-8)	OutInterestPriority0	0	0	0	0
1	3	0	dev[3]=net(0,3-8)	DropInterestPriority0	0	0	0	0
1	3	0	dev[3]=net(0,3-8)	InInterestPriority1	0	0	0	0
1	3	0	dev[3]=net(0,3-8)	OutInterestPriority1	0	0	0	0
1	3	0	dev[3]=net(0,3-8)	DropInterestPriority1	0	0	0	0
1	3	0	dev[3]=net(0,3-8)	InInterestPriority2	0	0	0	0
1	3	0	dev[3]=net(0,3-8)	OutInterestPriority2	0	0	0	0
1	3	0	dev[3]=net(0,3-8)	DropInterestPriority2	0	0	0	0
1	3	0	dev[3]=net(0,3-8)	InInterestPriority3	340.8	8.23438	426	10.293
1	3	0	dev[3]=net(0,3-8)	OutInterestPriority3	565.6	13.7227	707	17.1533
1	3	0	dev[3]=net(0,3-8)	DropInterestPriority3	8.8	0.214844	11	0.268555
1	3	1	dev=local(1)	InInterests	565.6	13.7227	707	17.1533
1	3	1	dev=local(1)	OutInterests	0	0	0	0
1	3	1	dev=local(1)	DropInterests	0	0	0	0
1	3	1	dev=local(1)	InNacks	0	0	0	0
1	3	1	dev=local(1)	OutNacks	8.8	0.214844	11	0.268555
1	3	1	dev=local(1)	DropNacks	0	0	0	0
1	3	1	dev=local(1)	InData	0	0	0	0
1	3	1	dev=local(1)	OutData	324.8	326.934	406	408.668
1	3	1	dev=local(1)	DropData	0	0	0	0
1	3	1	dev=local(1)	InInterestPriority0	0	0	0	0
1	3	1	dev=local(1)	OutInterestPriority0	0	0	0	0
1	3	1	dev=local(1)	DropInterestPriority0	0	0	0	0
1	3	1	dev=local(1)	InInterestPriority1	0	0	0	0
1	3	1	dev=local(1)	OutInterestPriority1	0	0	0	0
1	3	1	dev=local(1)	DropInterestPriority1	0	0	0	0
1	3	1	dev=local(1)	InInterestPriority2	0	0	0	0
1	3	1	dev=local(1)	OutInterestPriority2	0	0	0	0
1	3	1	dev=local(1)	DropInterestPriority2	0	0	0	0
1	3	1	dev=local(1)	InInterestPriority3	565.6	13.7227	707	17.1533
1	3	1	dev=local(1)	OutInterestPriority3	0	0	0	0
1	3	1	dev=local(1)	DropInterestPriority3	0	0	0	0
1	3	2	dev=local(2)	InInterests	0	0	0	0
1	3	2	dev=local(2)	OutInterests	340.8	8.23438	426	10.293
1	3	2	dev=local(2)	DropInterests	0	0	0	0
1	3	2	dev=local(2)	InNacks	0	0	0	0
1	3	2	dev=local(2)	OutNacks	0	0	0	0
1	3	2	dev=local(2)	DropNacks	0	0	0	0
1	3	2	dev=local(2)	InData	340.8	343.044	426	428.805
1	3	2	dev=local(2)	OutData	0	0	0	0
1	3	2	dev=local(2)	DropData	0	0	0	0
1	3	2	dev=local(2)	InInterestPriority0	0	0	0	0
1	3	2	dev=local(2)	OutInterestPriority0	0	0	0	0
1	3	2	dev=local(2)	DropInterestPriority0	0	0	0	0
1	3	2	dev=local(2)	InInterestPriority1	0	0	0	0
1	3	2	dev=local(2)	OutInterestPriority1	0	0	0	0
1	3	2	dev=local(2)	DropInterestPriority1	0	0	0	0
1	3	2	dev=local(2)	InInterestPriority2	0	0	0	0
1	3	2	dev=local(2)	OutInterestPriority2	0	0	0	0
1	3	2	dev=local(2)	DropInterestPriority2	0	0	0	0
1	3	2	dev=local(2)	InInterestPriority3	0	0	0	0
1	3	2	dev=local(2)	OutInterestPriority3	340.8	8.23438	426	10.293
1	3	2	dev=local(2)	DropInterestPriority3	0	0	0	0
1	3	-1	all	SatisfiedInterests	665.6	0	832	0
1	3	-1	all	TimedOutInterests	0	0	0	0
1	4	0	dev[4]=net(0,4-9)	InInterests	69.6	1.62344	87	2.0293
1	4	0	dev[4]=net(0,4-9)	OutInterests	135.2	3.21484	169	4.01855
1	4	0	dev[4]=net(0,4-9)	DropInterests	0	0	0	0
1	4	0	dev[4]=net(0,4-9)	InNacks	0	0	0	0
1	4	0	dev[4]=net(0,4-9)	OutNacks	0	0	0	0
1	4	0	dev[4]=net(0,4-9)	DropNacks	0	0	0	0
1	4	0	dev[4]=net(0,4-9)	InData	67.2	67.5859	84	84.4824
1	4	0	dev[4]=net(0,4-9)	OutData	69.6	70	87	87.5
1	4	0	dev[4]=net(0,4-9)	DropData	0	0	0	0
1	4	0	dev[4]=net(0,4-9)	InInterestPriority0	69.6	1.62344	87	2.0293
1	4	0	dev[4]=net(0,4-9)	OutInterestPriority0	135.2	3.21484	169	4.01855
1	4	0	dev[4]=net(0,4-9)	DropInterestPriority0	0	0	0	0
1	4	0	dev[4]=net(0,4-9)	InInterestPriority1	0	0	0	0
1	4	0	dev[4]=net(0,4-9)	OutInterestPriority1	0	0	0	0
1	4	0	dev[4]=net(0,4-9)	DropInterestPriority1	0	0	0	0
1	4	0	dev[4]=net(0,4-9)	InInterestPriority2	0	0	0	0
1	4	0	dev[4]=net(0,4-9)	OutInterestPriority2	0	0	0	0
1	4	0	dev[4]=net(0,4-9)	DropInterestPriority2	0	0	0	0
1	4	0	dev[4]=net(0,4-9)	InInterestPriority3	0	0	0	0
1	4	0	dev[4]=net(0,4-9)	OutInterestPriority3	0	0	0	0
1	4	0	dev[4]=net(0,4-9)	DropInterestPriority3	0	0	0	0
1	4	1	dev=local(1)	InInterests	135.2	3.21484	169	4.01855
1	4	1	dev=local(1)	OutInterests	0	0	0	0
1	4	1	dev=local(1)	DropInterests	0	0	0	0
1	4	1	dev=local(1)	InNacks	0	0	0	0
1	4	1	dev=local(1)	OutNacks	0	0	0	0
1	4	1	dev=local(1)	DropNacks	0	0	0	0
1	4	1	dev=local(1)	InData	0	0	0	0
1	4	1	dev=local(1)	OutData	67.2	67.5859	84	84.4824
1	4	1	dev=local(1)	DropData	0	0	0	0
1	4	1	dev=local(1)	InInterestPriority0	135.2	3.21484	169	4.01855
1	4	1	dev=local(1)	OutInterestPriority0	0	0	0	0
1	4	1	dev=local(1)	DropInterestPriority0	0	0	0	0
1	4	1	dev=local(1)	InInterestPriority1	0	0	0	0
1	4	1	dev=local(1)	OutInterestPriority1	0	0	0	0
1	4	1	dev=local(1)	DropInterestPriority1	0	0	0	0
1	4	1	dev=local(1)	InInterestPriority2	0	0	0	0
1	4	1	dev=local(1)	OutInterestPriority2	0	0	0	0
1	4	1	dev=local(1)	DropInterestPriority2	0	0	0	0
1	4	1	dev=local(1)	InInterestPriority3	0	0	0	0
1	4	1	dev=local(1)	OutInterestPriority3	0	0	0	0
1	4	1	dev=local(1)	DropInterestPriority3	0	0	0	0
1	4	2	dev=local(2)	InInterests	0	0	0	0
1	4	2	dev=local(2)	OutInterests	69.6	1.62344	87	2.0293
1	4	2	dev=local(2)	DropInterests	0	0	0	0
1	4	2	dev=local(2)	InNacks	0	0	0	0
1	4	2	dev=local(2)	OutNacks	0	0	0	0
1	4	2	dev=local(2)	DropNacks	0	0	0	0
1	4	2	dev=local(2)	InData	69.6	70	87	87.5
1	4	2	dev=local(2)	OutData	0	0	0	0
1	4	2	dev=local(2)	DropData	0	0	0	0
1	4	2	dev=local(2)	InInterestPriority0	0	0	0	0
1	4	2	dev=local(2)	OutInterestPriority0	69.6	1.62344	87	2.0293
1	4	2	dev=local(2)	DropInterestPriority0	0	0	0	0
1	4	2	dev=local(2)	InInterestPriority1	0	0	0	0
1	4	2	dev=local(2)	OutInterestPriority1	0	0	0	0
1	4	2	dev=local(2)	DropInterestPriority1	0	0	0	0
1	4	2	dev=local(2)	InInterestPriority2	0	0	0	0
1	4	2	dev=local(2)	OutInterestPriority2	0	0	0	0
1	4	2	dev=local(2)	DropInterestPriority2	0	0	0	0
1	4	2	dev=local(2)	InInterestPriority3	0	0	0	0
1	4	2	dev=local(2)	OutInterestPriority3	0	0	0	0
1	4	2	dev=local(2)	DropInterestPriority3	0	0	0	0
1	4	-1	all	SatisfiedInterests	136.8	0	171	0
1	4	-1	all	TimedOutInterests	0	0	0	0
1	5	0	dev[5]=net(0,5-9)	InInterests	111.2	2.62891	139	3.28613
1	5	0	dev[5]=net(0,5-9)	OutInterests	215.2	5.16797	269	6.45996
1	5	0	dev[5]=net(0,5-9)	DropInterests	0	0	0	0
1	5	0	dev[5]=net(0,5-9)	InNacks	0	0	0	0
1	5	0	dev[5]=net(0,5-9)	OutNacks	0	0	0	0
1	5	0	dev[5]=net(0,5-9)	DropNacks	0	0	0	0
1	5	0	dev[5]=net(0,5-9)	InData	107.2	107.847	134	134.809
1	5	0	dev[5]=net(0,5-9)	OutData	111.2	111.874	139	139.843
1	5	0	dev[5]=net(0,5-9)	DropData	0	0	0	0
1	5	0	dev[5]=net(0,5-9)	InInterestPriority0	0	0	0	0
1	5	0	dev[5]=net(0,5-9)	OutInterestPriority0	0	0	0	0
1	5	0	dev[5]=net(0,5-9)	DropInterestPriority0	0	0	0	0
1	5	0	dev[5]=net(0,5-9)	InInterestPriority1	111.2	2.62891	139	3.28613
1	5	0	dev[5]=net(0,5-9)	OutInterestPriority1	215.2	5.16797	269	6.45996
1	5	0	dev[5]=net(0,5-9)	DropInterestPriority1	0	0	0	0
1	5	0	dev[5]=net(0,5-9)	InInterestPriority2	0	0	0	0
1	5	0	dev[5]=net(0,5-9)	OutInterestPriority2	0	0	0	0
1	5	0	dev[5]=net(0,5-9)	DropInterestPriority2	0	0	0	0
1	5	0	dev[5]=net(0,5-9)	InInterestPriority3	0	0	0	0
1	5	0	dev[5]=net(0,5-9)	OutInterestPriority3	0	0	0	0
1	5	0	dev[5]=net(0,5-9)	DropInterestPriority3	0	0	0	0
1	5	1	dev=local(1)	InInterests	215.2	5.16797	269	6.45996
1	5	1	dev=local(1)	OutInterests	0	0	0	0
1	5	1	dev=local(1)	DropInterests	0	0	0	0
1	5	1	dev=local(1)	InNacks	0	0	0	0
1	5	1	dev=local(1)	OutNacks	0	0	0	0
1	5	1	dev=local(1)	DropNacks	0	0	0	0
1	5	1	dev=local(1)	InData	0	0	0	0
1	5	1	dev=local(1)	OutData	107.2	107.847	134	134.809
1	5	1	dev=local(1)	DropData	0	0	0	0
1	5	1	dev=local(1)	InInterestPriority0	0	0	0	0
1	5	1	dev=local(1)	OutInterestPriority0	0	0	0	0
1	5	1	dev=local(1)	DropInterestPriority0	0	0	0	0
1	5	1	dev=local(1)	InInterestPriority1	215.2	5.16797	269	6.45996
1	5	1	dev=local(1)	OutInterestPriority1	0	0	0	0
1	5	1	dev=local(1)	DropInterestPriority1	0	0	0	0
1	5	1	dev=local(1)	InInterestPriority2	0	0	0	0
1	5	1	dev=local(1)	OutInterestPriority2	0	0	0	0
1	5	1	dev=local(1)	DropInterestPriority2	0	0	0	0
1	5	1	dev=local(1)	InInterestPriority3	0	0	0	0
1	5	1	dev=local(1)	OutInterestPriority3	0	0	0	0
1	5	1	dev=local(1)	DropInterestPriority3	0	0	0	0
1	5	2	dev=local(2)	InInterests	0	0	0	0
1	5	2	dev=local(2)	OutInterests	111.2	2.62891	139	3.28613
1	5	2	dev=local(2)	DropInterests	0	0	0	0
1	5	2	dev=local(2)	InNacks	0	0	0	0
1	5	2	dev=local(2)	OutNacks	0	0	0	0
1	5	2	dev=local(2)	DropNacks	0	0	0	0
1	5	2	dev=local(2)	InData	111.2	111.874	139	139.843
1	5	2	dev=local(2)	OutData	0	0	0	0
1	5	2	dev=local(2)	DropData	0	0	0	0
1	5	2	dev=local(2)	InInterestPriority0	0	0	0	0
1	5	2	dev=local(2)	OutInterestPriority0	0	0	0	0
1	5	2	dev=local(2)	DropInterestPriority0	0	0	0	0
1	5	2	dev=local(2)	InInterestPriority1	0	0	0	0
1	5	2	dev=local(2)	OutInterestPriority1	111.2	2.62891	139	3.28613
1	5	2	dev=local(2)	DropInterestPriority1	0	0	0	0
1	5	2	dev=local(2)	InInterestPriority2	0	0	0	0
1	5	2	dev=local(2)	OutInterestPriority2	0	0	0	0
1	5	2	dev=local(2)	DropInterestPriority2	0	0	0	0
1	5	2	dev=local(2)	InInterestPriority3	0	0	0	0
1	5	2	dev=local(2)	OutInterestPriority3	0	0	0	0
1	5	2	dev=local(2)	DropInterestPriority3	0	0	0	0
1	5	-1	all	SatisfiedInterests	218.4	0	273	0
1	5	-1	all	TimedOutInterests	0	0	0	0
1	6	0	dev[6]=net(0,6-9)	InInterests	192	4.60156	240	5.75195
1	6	0	dev[6]=net(0,6-9)	OutInterests	368.8	8.91797	461	11.1475
1	6	0	dev[6]=net(0,6-9)	DropInterests	0	0	0	0
1	6	0	dev[6]=net(0,6-9)	InNacks	0	0	0	0
1	6	0	dev[6]=net(0,6-9)	OutNacks	0	0	0	0
1	6	0	dev[6]=net(0,6-9)	DropNacks	0	0	0	0
1	6	0	dev[6]=net(0,6-9)	InData	184	185.172	230	231.465
1	6	0	dev[6]=net(0,6-9)	OutData	192	193.227	240	241.533
1	6	0	dev[6]=net(0,6-9)	DropData	0	0	0	0
1	6	0	dev[6]=net(0,6-9)	InInterestPriority0	0	0	0	0
1	6	0	dev[6]=net(0,6-9)	OutInterestPriority0	0	0	0	0
1	6	0	dev[6]=net(0,6-9)	DropInterestPriority0	0	0	0	0
1	6	0	dev[6]=net(0,6-9)	InInterestPriority1	0	0	0	0
1	6	0	dev[6]=net(0,6-9)	OutInterestPriority1	0	0	0	0
1	6	0	dev[6]=net(0,6-9)	DropInterestPriority1	0	0	0	0
1	6	0	dev[6]=net(0,6-9)	InInterestPriority2	192	4.60156	240	5.75195
1	6	0	dev[6]=net(0,6-9)	OutInterestPriority2	368.8	8.91797	461	11.1475
1	6	0	dev[6]=net(0,6-9)	DropInterestPriority2	0	0	0	0
1	6	0	dev[6]=net(0,6-9)	InInterestPriority3	0	0	0	0
1	6	0	dev[6]=net(0,6-9)	OutInterestPriority3	0	0	0	0
1	6	0	dev[6]=net(0,6-9)	DropInterestPriority3	0	0	0	0
1	6	1	dev=local(1)	InInterests	368.8	8.91797	461	11.1475
1	6	1	dev=local(1)	OutInterests	0	0	0	0
1	6	1	dev=local(1)	DropInterests	0	0	0	0
1	6	1	dev=local(1)	InNacks	0	0	0	0
1	6	1	dev=local(1)	OutNacks	0	0	0	0
1	6	1	dev=local(1)	DropNacks	0	0	0	0
